date,customer_id
2023-01-03 00:00:00+00:00,637206c94cfd49ed68d00732
2023-01-03 00:00:00+00:00,63b3e5dfe75a3d5ed71c5313
2023-01-03 00:00:00+00:00,63b38483e75a3d5ed71c511e
2023-01-03 00:00:00+00:00,63b3b05ae75a3d5ed71c5246
2023-01-03 00:00:00+00:00,63b3ad85e75a3d5ed71c5214
2023-01-03 00:00:00+00:00,63b38ba5e75a3d5ed71c5145
2023-01-03 00:00:00+00:00,637207164cfd49ed68d01a69
2023-01-03 00:00:00+00:00,63b37a5de75a3d5ed71c50f6
2023-01-03 00:00:00+00:00,637207134cfd49ed68d019c9
2023-01-03 00:00:00+00:00,637206d34cfd49ed68d009ad
2023-01-03 00:00:00+00:00,637206d34cfd49ed68d009ad
2023-01-03 00:00:00+00:00,63b38dfce75a3d5ed71c5155
2023-01-03 00:00:00+00:00,63b24c5de75a3d5ed71c4ff5
2023-01-03 00:00:00+00:00,63aa9076e75a3d5ed71c430a
2023-01-04 00:00:00+00:00,637206de4cfd49ed68d00c73
2023-01-04 00:00:00+00:00,63b53feae75a3d5ed71c5525
2023-01-04 00:00:00+00:00,63b51f98e75a3d5ed71c54f8
2023-01-04 00:00:00+00:00,63b50dd2e75a3d5ed71c54b0
2023-01-04 00:00:00+00:00,637206de4cfd49ed68d00c73
2023-01-04 00:00:00+00:00,637206af4cfd49ed68d000d4
2023-01-04 00:00:00+00:00,63b4d20ee75a3d5ed71c53df
2023-01-04 00:00:00+00:00,63b4d967e75a3d5ed71c53f5
2023-01-04 00:00:00+00:00,637206134cfd49ed68cfdcbc
2023-01-04 00:00:00+00:00,63b42842e75a3d5ed71c53b8
2023-01-04 00:00:00+00:00,637206da4cfd49ed68d00b88
2023-01-04 00:00:00+00:00,6372065b4cfd49ed68cfed7e
2023-01-04 00:00:00+00:00,63b50c67e75a3d5ed71c54a0
2023-01-05 00:00:00+00:00,63b68a69e75a3d5ed71c5757
2023-01-05 00:00:00+00:00,63b68a69e75a3d5ed71c5757
2023-01-05 00:00:00+00:00,63b66a8fe75a3d5ed71c5700
2023-01-05 00:00:00+00:00,63b66a8fe75a3d5ed71c5700
2023-01-05 00:00:00+00:00,63b63230e75a3d5ed71c55b1
2023-01-05 00:00:00+00:00,63b63f3ee75a3d5ed71c567b
2023-01-05 00:00:00+00:00,63b64e1ce75a3d5ed71c5698
2023-01-05 00:00:00+00:00,63b62581e75a3d5ed71c5568
2023-01-05 00:00:00+00:00,63b62dfee75a3d5ed71c5578
2023-01-05 00:00:00+00:00,63b54ce9e75a3d5ed71c554e
2023-01-05 00:00:00+00:00,63b632d0e75a3d5ed71c55c2
2023-01-06 00:00:00+00:00,63b79b76e75a3d5ed71c59f4
2023-01-06 00:00:00+00:00,63b7b2ffe75a3d5ed71c5cc4
2023-01-06 00:00:00+00:00,63b7a6c1e75a3d5ed71c5b30
2023-01-06 00:00:00+00:00,63b6aa4ee75a3d5ed71c5802
